南北,4室2厅2卫,中层,140, 29286 ,精装修,410, 万科美景世玠,金水 沙口路,null,有,商品房,普通住宅,平层,板楼,2022-04-13
南,2室0厅1卫,中层,40.38, 20307 ,精装修,82, 数码公寓,金水 文博广场,null,有,个人产权,普通住宅,平层,板楼,2022-03-24
南,2室2厅1卫,高层,77.06, 15053 ,中装修,116, 琥珀名城四期,金水 汽配大世界,null,无,商品房,普通住宅,平层,板楼,2022-04-09
南,3室2厅1卫,中层,87.36, 16598 ,精装修,145, 锦艺金水湾,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-03-27
南北,4室2厅2卫,中层,140, 28571 ,精装修,400, 万科美景世玠,金水 沙口路,null,有,个人产权,普通住宅,平层,板楼,2022-04-08
南,3室2厅1卫,高层,87.22, 15478 ,毛坯,135, 锦艺金水湾,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-03-25
南北,4室2厅2卫,中层,140, 28571 ,精装修,400, 万科美景世玠,金水 沙口路,null,有,个人产权,普通住宅,平层,板楼,2022-04-08
南,3室2厅1卫,高层,87.22, 15478 ,毛坯,135, 锦艺金水湾,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-03-25
南,3室2厅1卫,中层,87.36, 16598 ,精装修,145, 锦艺金水湾,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-03-27
南,3室2厅1卫,中层,87.36, 16598 ,精装修,145, 锦艺金水湾,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-03-27
南北,4室2厅2卫,高层,171.07, 33904 ,精装修,580, 万科美景世玠,金水 沙口路,null,有,商品房,普通住宅,平层,null,2022-04-13
西北,3室2厅1卫,高层,109.47, 13337 ,精装修,146, 金成时代广场,金水 财富广场,null,无,商品房,普通住宅,平层,板楼,2022-04-05
南北,4室2厅2卫,高层,171.07, 33904 ,精装修,580, 万科美景世玠,金水 沙口路,null,有,商品房,普通住宅,平层,null,2022-04-13
南,2室2厅1卫,低层,88.19, 16442 ,中装修,145, 锦绣汇城,金水 徐寨,null,有,商品房,普通住宅,平层,板楼,2022-04-13
南,2室2厅1卫,低层,88.19, 16442 ,中装修,145, 锦绣汇城,金水 徐寨,null,有,商品房,普通住宅,平层,板楼,2022-04-13
南北,4室2厅2卫,中层,140, 29286 ,精装修,410, 万科美景世玠,金水 沙口路,null,有,商品房,普通住宅,平层,板楼,2022-04-13
东,4室2厅1卫,高层,195.91, 30626 ,中装修,600, 中房文博花园,金水 文博广场,null,有,商品房,普通住宅,平层,板楼,2022-04-02
南北,4室2厅2卫,中层,140, 29286 ,精装修,410, 万科美景世玠,金水 沙口路,null,有,商品房,普通住宅,平层,板楼,2022-04-13
东,4室2厅1卫,高层,195.91, 30626 ,中装修,600, 中房文博花园,金水 文博广场,null,有,商品房,普通住宅,平层,板楼,2022-04-02
南,1室1厅1卫,低层,44.69, 8727 ,精装修,39, 好莱坞国际公寓,金水 枣庄,2000年,有,个人产权,普通住宅,null,塔楼,2022-04-03
南,3室1厅1卫,高层,88.53, 16266 ,中装修,144, 普罗旺世六期,金水 庙李,null,无,商品房,普通住宅,平层,板楼,2022-02-17
南,1室1厅1卫,低层,44.69, 8727 ,精装修,39, 好莱坞国际公寓,金水 枣庄,2000年,有,个人产权,普通住宅,null,塔楼,2022-04-03
南,3室1厅1卫,高层,88.53, 16266 ,中装修,144, 普罗旺世六期,金水 庙李,null,无,商品房,普通住宅,平层,板楼,2022-02-17
南,2室2厅1卫,中层,87, 13793 ,精装修,120, 金印阳光城,金水 汽配大世界,null,有,个人产权,普通住宅,平层,板楼,2022-04-14
南北,3室2厅1卫,低层,89, 16292 ,精装修,145, 锦艺金水湾,金水 索凌路北段,2019年,有,个人产权,普通住宅,平层,板楼,2022-04-03
南,2室2厅1卫,中层,87, 13793 ,精装修,120, 金印阳光城,金水 汽配大世界,null,有,个人产权,普通住宅,平层,板楼,2022-04-14
南北,3室2厅1卫,低层,89, 16292 ,精装修,145, 锦艺金水湾,金水 索凌路北段,2019年,有,个人产权,普通住宅,平层,板楼,2022-04-03
东,4室2厅1卫,高层,195.91, 30626 ,中装修,600, 中房文博花园,金水 文博广场,null,有,商品房,普通住宅,平层,板楼,2022-04-02
南,2室2厅1卫,中层,87, 13793 ,中装修,120, 金印阳光城,金水 汽配大世界,null,无,商品房,普通住宅,平层,板楼,2022-04-14
南,3室1厅1卫,高层,89.53, 15414 ,精装修,138, 锦艺金水湾,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-03-25
南北,2室1厅1卫,中层,86.42, 12960 ,中装修,112, 鑫苑逸品香山,惠济 北大学城,null,无,商品房,普通住宅,平层,板楼,2022-03-12
南北,3室2厅1卫,低层,93, 17204 ,中装修,160, 金晨嘉园,金水 陈寨,null,有,个人产权,普通住宅,平层,板楼,2022-04-13
南北,2室1厅1卫,中层,86.42, 12960 ,中装修,112, 鑫苑逸品香山,惠济 北大学城,null,无,商品房,普通住宅,平层,板楼,2022-03-12
南北,3室2厅1卫,低层,93, 17204 ,中装修,160, 金晨嘉园,金水 陈寨,null,有,个人产权,普通住宅,平层,板楼,2022-04-13
南北,3室2厅2卫,高层,108.06, 15084 ,简装修,163, 美景麟起城,惠济 北大学城,2000年,有,个人产权,普通住宅,平层,板楼,2022-03-28
南北,3室2厅1卫,低层,118.31, 14369 ,中装修,170, 恒升家园,金水 北站,null,无,商品房,普通住宅,平层,板楼,2022-03-31
西北,3室2厅1卫,中层,131, 27863 ,精装修,365, 瑞园,金水 经五路,null,有,商品房,普通住宅,平层,板楼,2022-04-11
南北,2室1厅1卫,中层,86.42, 12960 ,中装修,112, 鑫苑逸品香山,惠济 北大学城,null,无,商品房,普通住宅,平层,板楼,2022-03-12
南北,2室1厅1卫,中层,89, 14607 ,简装修,130, 森林阳光花园,金水 汽配大世界,null,有,商品房,普通住宅,平层,板楼,2022-04-08
南,2室2厅1卫,高层,91.42, 13017 ,中装修,119, 金印阳光城,金水 汽配大世界,null,有,商品房,普通住宅,平层,板楼,2022-04-11
南,2室2厅1卫,高层,91.42, 13017 ,中装修,119, 金印阳光城,金水 汽配大世界,null,有,商品房,普通住宅,平层,板楼,2022-04-11
南北,2室1厅1卫,中层,89, 14607 ,简装修,130, 森林阳光花园,金水 汽配大世界,null,有,商品房,普通住宅,平层,板楼,2022-04-08
南北,3室2厅1卫,中层,120, 11667 ,精装修,140, 正商玉兰谷,惠济 邙山,2000年,有,个人产权,普通住宅,平层,砖楼,2022-03-29
南,2室2厅1卫,低层,88.19, 16442 ,中装修,145, 锦绣汇城,金水 徐寨,null,有,商品房,普通住宅,平层,板楼,2022-04-13
东,3室2厅1卫,中层,92.55, 14587 ,精装修,135, 阳光新城,金水 北站,null,有,商品房,普通住宅,平层,板楼,2022-04-01
东,3室2厅1卫,中层,92.55, 14587 ,精装修,135, 阳光新城,金水 北站,null,有,商品房,普通住宅,平层,板楼,2022-04-01
南北,4室2厅2卫,低层,142.89, 17636 ,毛坯,252, 锦艺金水湾,金水 索凌路北段,2019年,无,个人产权,普通住宅,平层,板楼,2022-04-10
南北,2室1厅1卫,中层,86.42, 12960 ,中装修,112, 鑫苑逸品香山,惠济 北大学城,null,无,商品房,普通住宅,平层,板楼,2022-03-12
南北,3室2厅1卫,高层,120.17, 13897 ,简装修,167, 华瑞紫桂苑,金水 海洋馆,2000年,有,个人产权,普通住宅,null,塔楼,2022-04-11
南北,3室2厅2卫,高层,130, 15154 ,毛坯,197, 迎宾路3号住宅,惠济 北大学城,null,无,商品房,普通住宅,平层,板楼,2022-04-15
南,3室2厅1卫,低层,89, 12584 ,精装修,112, 正商河峪洲,惠济 邙山,2000年,有,个人产权,普通住宅,null,砖楼,2022-03-28
南,3室1厅1卫,高层,88.53, 16266 ,中装修,144, 普罗旺世六期,金水 庙李,null,无,商品房,普通住宅,平层,板楼,2022-02-17
南,3室1厅1卫,高层,88.53, 16266 ,中装修,144, 普罗旺世六期,金水 庙李,null,无,商品房,普通住宅,平层,板楼,2022-02-17
南北,2室2厅1卫,高层,95, 17158 ,中装修,163, 圣菲城一期,金水 徐寨,null,有,商品房,普通住宅,平层,板楼,2022-04-14
南北,2室1厅1卫,低层,76, 12895 ,简装修,98, 21世纪社区湖适,金水 汽配大世界,null,有,商品房,普通住宅,平层,板楼,2022-04-01
南北,2室1厅1卫,低层,76, 12895 ,简装修,98, 21世纪社区湖适,金水 汽配大世界,null,有,商品房,普通住宅,平层,板楼,2022-04-01
南,2室2厅1卫,低层,88.19, 16442 ,中装修,145, 锦绣汇城,金水 徐寨,null,有,商品房,普通住宅,平层,板楼,2022-04-13
东,3室2厅1卫,中层,89.17, 20523 ,精装修,183, 圣菲城一期,金水 徐寨,null,无,商品房,普通住宅,平层,板楼,2022-04-05
东,3室2厅1卫,中层,89.17, 20523 ,精装修,183, 圣菲城一期,金水 徐寨,null,无,商品房,普通住宅,平层,板楼,2022-04-05
北,3室1厅1卫,低层,87.16, 15948 ,精装修,139, 锦艺金水湾,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-03-25
南北,3室2厅1卫,低层,118.31, 14369 ,中装修,170, 恒升家园,金水 北站,null,无,商品房,普通住宅,平层,板楼,2022-03-31
南,2室2厅1卫,高层,87, 16264 ,精装修,141.5, 金晨嘉园,金水 陈寨,null,无,商品房,普通住宅,平层,板楼,2022-04-09
南北,3室2厅2卫,中层,123, 15447 ,精装修,190, 青风公园,经开 第八大街,2000年,有,个人产权,普通住宅,null,null,2022-03-15
南,2室2厅1卫,高层,87, 16264 ,精装修,141.5, 金晨嘉园,金水 陈寨,null,无,商品房,普通住宅,平层,板楼,2022-04-09
南北,4室2厅2卫,低层,142.92, 15883 ,毛坯,227, 建业花园里紫薇苑,惠济 北大学城,2000年,有,个人产权,普通住宅,null,板楼,2022-04-11
南,2室2厅1卫,中层,97.58, 16602 ,豪华装修,162, 正弘旗,金水 枣庄,null,无,商品房,普通住宅,平层,板楼,2022-03-17
南,2室2厅1卫,高层,87.37, 18313 ,中装修,160, 山顶御鑫城,金水 北站,null,无,商品房,普通住宅,平层,板楼,2022-04-04
西北,3室2厅1卫,中层,131, 27863 ,精装修,365, 瑞园,金水 经五路,null,有,商品房,普通住宅,平层,板楼,2022-04-11
南北,4室2厅2卫,高层,126.4, 18196 ,精装修,230, 瀚宇天悦,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-04-11
西北,3室2厅1卫,中层,131, 27863 ,精装修,365, 瑞园,金水 经五路,null,有,商品房,普通住宅,平层,板楼,2022-04-11
南,3室2厅1卫,高层,87.22, 15478 ,毛坯,135, 锦艺金水湾,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-03-25
东,3室2厅1卫,中层,92.55, 14587 ,精装修,135, 阳光新城,金水 北站,null,有,商品房,普通住宅,平层,板楼,2022-04-01
南,3室2厅1卫,高层,87.22, 15478 ,毛坯,135, 锦艺金水湾,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-03-25
东,3室2厅1卫,中层,92.55, 14587 ,精装修,135, 阳光新城,金水 北站,null,有,商品房,普通住宅,平层,板楼,2022-04-01
南北,3室2厅2卫,高层,144, 13681 ,精装修,197, 罗马假日,金水 汽配大世界,2000年,有,个人产权,普通住宅,null,板楼,2022-03-26
南北,4室2厅2卫,高层,171.07, 33904 ,精装修,580, 万科美景世玠,金水 沙口路,null,有,商品房,普通住宅,平层,null,2022-04-13
南北,4室2厅2卫,低层,142.92, 15883 ,毛坯,227, 建业花园里紫薇苑,惠济 北大学城,2000年,有,个人产权,普通住宅,null,板楼,2022-04-11
南北,4室2厅2卫,低层,142.92, 15883 ,毛坯,227, 建业花园里紫薇苑,惠济 北大学城,2000年,有,个人产权,普通住宅,null,板楼,2022-04-11
南北,4室2厅2卫,高层,171.07, 33904 ,精装修,580, 万科美景世玠,金水 沙口路,null,有,商品房,普通住宅,平层,null,2022-04-13
南北,5室2厅3卫,高层,210, 13571 ,精装修,285, 宏都花园,金水 枣庄,null,有,商品房,普通住宅,平层,板楼,2022-04-07
南,2室2厅1卫,高层,87.37, 18313 ,中装修,160, 山顶御鑫城,金水 北站,null,无,商品房,普通住宅,平层,板楼,2022-04-04
南北,3室2厅1卫,低层,110.02, 15179 ,简装修,167, 嘉和园,金水 北站,null,无,商品房,普通住宅,平层,板楼,2022-04-11
南,3室1厅1卫,高层,88.53, 16266 ,中装修,144, 普罗旺世六期,金水 庙李,null,无,商品房,普通住宅,平层,板楼,2022-02-17
南北,2室1厅1卫,低层,76, 12895 ,简装修,98, 21世纪社区湖适,金水 汽配大世界,null,有,商品房,普通住宅,平层,板楼,2022-04-01
南,3室1厅1卫,高层,88.53, 16266 ,中装修,144, 普罗旺世六期,金水 庙李,null,无,商品房,普通住宅,平层,板楼,2022-02-17
南北,3室2厅1卫,中层,103, 13058 ,简装修,134.5, 花园新村,金水 北站,null,有,商品房,普通住宅,平层,板楼,2022-04-07
南北,3室2厅1卫,高层,120.17, 13897 ,简装修,167, 华瑞紫桂苑,金水 海洋馆,2000年,有,个人产权,普通住宅,null,塔楼,2022-04-11
南北,3室2厅1卫,中层,103, 13058 ,简装修,134.5, 花园新村,金水 北站,null,有,商品房,普通住宅,平层,板楼,2022-04-07
南北,3室2厅1卫,低层,110.02, 15179 ,简装修,167, 嘉和园,金水 北站,null,无,商品房,普通住宅,平层,板楼,2022-04-11
西南,3室2厅1卫,低层,100.62, 11827 ,简装修,119, 富景花园,金水 科技市场,null,有,商品房,普通住宅,平层,板楼,2022-03-21
南北,3室2厅2卫,中层,129.56, 15051 ,简装修,195, 锦艺金水湾,金水 索凌路北段,2019年,有,个人产权,普通住宅,平层,板楼,2022-04-07
西南,3室2厅1卫,低层,100.62, 11827 ,简装修,119, 富景花园,金水 科技市场,null,有,商品房,普通住宅,平层,板楼,2022-03-21
南北,3室2厅2卫,低层,117.78, 15962 ,精装修,188, 瀚宇天悦,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,板楼,2022-04-11
南北,3室2厅2卫,中层,129.56, 15051 ,简装修,195, 锦艺金水湾,金水 索凌路北段,2019年,有,个人产权,普通住宅,平层,板楼,2022-04-07
南北,3室2厅2卫,低层,117.78, 15962 ,精装修,188, 瀚宇天悦,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,板楼,2022-04-11
东南,1室1厅1卫,低层,43.76, 10283 ,中装修,45, 中方园西区,金水 陈寨,70年,有,商品房,null,平层,null,2022-03-22
南北,3室2厅1卫,中层,127.64, 19351 ,精装修,247, 鑫苑名家,金水 北站,2000年,无,个人产权,普通住宅,null,板楼,2022-04-03
南,2室2厅1卫,中层,87, 13793 ,中装修,120, 金印阳光城,金水 汽配大世界,null,无,商品房,普通住宅,平层,板楼,2022-04-13
南,2室2厅1卫,高层,77.06, 15053 ,中装修,116, 琥珀名城四期,金水 汽配大世界,null,无,商品房,普通住宅,平层,板楼,2022-04-09
南北,3室2厅2卫,中层,95, 14842 ,精装修,141, 融创城,管城 管南区域,2020年,有,个人产权,普通住宅,平层,板楼,2022-03-08
南北,4室2厅2卫,高层,126.4, 18196 ,精装修,230, 瀚宇天悦,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-04-11
南,2室2厅1卫,低层,89.24, 14567 ,简装修,130, 山顶御鑫城,金水 北站,2000年,有,个人产权,普通住宅,null,板楼,2022-03-06
南,2室2厅1卫,低层,89.24, 14567 ,简装修,130, 山顶御鑫城,金水 北站,2000年,有,个人产权,普通住宅,null,板楼,2022-03-06
南北,4室2厅2卫,高层,126.4, 18196 ,精装修,230, 瀚宇天悦,金水 索凌路北段,2000年,有,个人产权,普通住宅,null,null,2022-04-11
南,3室2厅2卫,高层,116, 12241 ,精装修,142, 东原阅城,高新 石佛,2015年,无,个人产权,普通住宅,平层,板楼,2022-03-17
南,3室2厅2卫,高层,116, 12241 ,精装修,142, 东原阅城,高新 石佛,2015年,无,个人产权,普通住宅,平层,板楼,2022-03-17
南北,3室2厅1卫,中层,98, 19388 ,精装修,190, 美盛教育港湾,金水 陈寨,2020年,有,个人产权,普通住宅,平层,板楼,2022-02-22
南北,3室2厅2卫,中层,92.55, 13830 ,精装修,128, 融创御湖宸院,中原 帝湖,2020年,有,个人产权,普通住宅,平层,板楼,2022-02-22
南北,3室2厅1卫,中层,89.5, 14525 ,精装修,130, 阳光城,管城 管南区域,2016年,有,个人产权,普通住宅,null,砖楼,2022-04-13
南北,3室2厅2卫,中层,92.55, 13830 ,精装修,128, 融创御湖宸院,中原 帝湖,2020年,有,个人产权,普通住宅,平层,板楼,2022-02-22
南北,3室2厅1卫,低层,88.57, 13549 ,毛坯,120, 谦祥福晟兴隆城,惠济 刘寨,2021年,有,个人产权,普通住宅,null,null,2022-02-22
南,2室2厅1卫,低层,90.46, 13266 ,精装修,120, 碧源月湖,惠济 北大学城,2000年,有,个人产权,普通住宅,null,null,2022-04-09
西南,3室2厅1卫,高层,86.42, 17704 ,精装修,153, 和昌悦澜,金水 新北站,2000年,有,个人产权,普通住宅,null,null,2022-04-11
西南,3室2厅1卫,高层,86.42, 17704 ,精装修,153, 和昌悦澜,金水 新北站,2000年,有,个人产权,普通住宅,null,null,2022-04-11
